Survived,Age,Fare,TravelAlone,Pclass_2,Pclass_3,Embarked_Q,Embarked_S,Sex_male
0.0,0.5224930887157577,0.10149724044618187,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.36792055349407915,0.014110458666029575,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.2586076903744659,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.22090977632570996,0.03513366015444757,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.17064589092736868,0.021942337075458514,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.4973611460165871,0.018493968331299484,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.33400351847197784,0.04098927018018883,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.015411575213749284,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.032420206081930136,0.08115719346076702,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.23347574767529528,0.01537917417160685,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.36792055349407915,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.030253985132996517,0.0,0.0,1.0,1.0,0.0,1.0
1.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.36792055349407915,0.04231498029001666,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.22090977632570996,0.034743286152731485,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.08268409148027142,0.07746484096553544,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.2586076903744659,0.01522458606692728,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.610454888162855,0.1497654242623688,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.35913546117114853,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.8115104297562201,0.1209753416358076,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.36792055349407915,0.06929138530460492,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.2586076903744659,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.35285247549635584,0.014110458666029575,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.05755214878110078,0.05416439273810667,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.13294797687861273,0.09154270340242172,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.2711736617240513,0.014110458666029575,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.4722292033174164,0.15614960068643363,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.5601910027645137,0.16293234896625058,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.04498617743151546,0.05445717323939373,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.05410739813385612,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.36792055349407915,0.029757819776815374,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.35913546117114853,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.23347574767529528,0.015923941091001644,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.20834380497612465,0.015468569817999833,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.32143754712239253,0.016908073949327893,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.39683337521990447,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.19577783362653933,0.09154270340242172,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2586076903744659,0.1434624456306609,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.32143754712239253,0.028212719478023115,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.39683337521990447,0.11027245763075773,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.3088715757728072,0.014931805565640218,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.005152048253329982,0.056604230248832196,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.37170143252073384,0.024349578357040744,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2711736617240513,0.017566830077223785,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.35913546117114853,0.018542765081513996,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.36792055349407915,0.015200187691820024,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.3465694898215632,0.09193307740413781,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.20834380497612465,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4093993465694898,0.030937139635999665,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.19577783362653933,0.06709553154495196,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.2837396330736366,0.5133418122566505,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2963056044232219,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.35913546117114853,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.24604171902488062,0.015330377421392339,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.572756974114099,0.11940564777490723,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.32143754712239253,0.04015972542654215,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.7361146016587082,0.014151057562208049,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.8869062578537321,0.06764049365134761,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2837396330736366,0.12366716556464086,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.42196531791907516,0.04489301019734967,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.42196531791907516,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.3465694898215632,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.2586076903744659,0.15085515328815924,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.4093993465694898,0.016891873428256675,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.4596632319678311,0.015468569817999833,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.3465694898215632,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.2586076903744659,0.014931805565640218,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.36792055349407915,0.015175789316712771,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.4722292033174164,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.36792055349407915,0.04713766070721715,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5853229454636844,0.10149724044618187,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.17692887660216136,0.028212719478023115,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2711736617240513,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.24604171902488062,0.019177122834302632,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.20834380497612465,0.028220722145058292,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2586076903744659,0.015468569817999833,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.8806232721789394,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.35913546117114853,0.04098927018018883,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.2963056044232219,0.4831284260198326,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.01985423473234481,0.06104473451835265,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2586076903744659,0.1434624456306609,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.40311636089469716,0.058694292654020104,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.40311636089469716,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.6732847449107816,0.15085515328815924,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.14551394822819805,0.021942337075458514,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,1.0
1.0,0.2963056044232219,0.01393967004027879,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.36792055349407915,0.04364049521284361,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.5601910027645137,0.013614293309848433,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.4093993465694898,0.015411575213749284,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.24604171902488062,0.013760683560491965,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.5853229454636844,0.028302115124416098,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.35913546117114853,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.3088715757728072,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.2837396330736366,0.02936744577509929,1.0,1.0,0.0,0.0,0.0,1.0
1.0,0.23347574767529528,0.051301584996521765,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4596632319678311,0.10364429745562033,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.19577783362653933,0.01798980030808316,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.2963056044232219,0.15458810467956932,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.36792055349407915,0.029757819776815374,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.2711736617240513,0.015126992566498259,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.2963056044232219,0.030937139635999665,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.23347574767529528,0.013175122557917838,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.22090977632570996,0.022446505098674834,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.23347574767529528,0.07173122281533045,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.33400351847197784,0.015216388212891242,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.10781603417944208,0.06709553154495196,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.4533802462930384,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.5224930887157577,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.6355868308620256,0.02444717185746977,1.0,1.0,0.0,0.0,1.0,1.0
1.0,0.2711736617240513,0.12999454257145598,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6921337019351596,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.5036441316913798,0.028302115124416098,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.014273049437744325,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.6355868308620256,0.11980421963065935,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.19577783362653933,0.015094396337354966,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.37170143252073384,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.016908073949327893,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.13575255909676823,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.5476250314149284,0.031425107138144774,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.4973611460165871,0.030741952635141623,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.32143754712239253,0.015175789316712771,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.20834380497612465,0.016908073949327893,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.007288263382759489,0.07746484096553544,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.10781603417944208,0.04006213192611313,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.36792055349407915,0.10735285047192313,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5601910027645137,0.05445717323939373,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.050602229972447406,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.3465694898215632,0.11027245763075773,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.7612465443578789,0.06538764528744409,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.04498617743151546,0.056848213999904744,0.0,0.0,1.0,1.0,0.0,1.0
1.0,0.007288263382759489,0.021730754366528396,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2586076903744659,0.015468569817999833,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.6984166876099522,0.05991421140938287,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.22090977632570996,0.015330377421392339,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.04970768794751499,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.6230208595124404,0.05604306762136532,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.37170143252073384,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.4470972606182458,0.0,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.13575255909676823,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.02937564362913533,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.10781603417944208,0.061264319894317944,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.007288263382759489,0.0761229303346364,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.04498617743151546,0.04298993693898376,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.09759350042902103,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.36792055349407915,0.030253985132996517,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.5601910027645137,0.051822148727810165,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.4973611460165871,0.030253985132996517,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.4470972606182458,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.39683337521990447,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.23347574767529528,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
1.0,0.23347574767529528,0.015330377421392339,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.032420206081930136,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.5476250314149284,0.05410739813385612,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7235486303091229,0.2859895551532101,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.5224930887157577,0.01640390592611157,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.2963056044232219,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.3465694898215632,0.018542765081513996,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.13575255909676823,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.42196531791907516,0.012678957201736696,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.5664739884393063,0.014102260811993537,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.22090977632570996,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.01985423473234481,0.02042143996477265,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.39683337521990447,0.030937139635999665,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.32143754712239253,0.036670757786204655,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.19577783362653933,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.4973611460165871,0.060507970265993034,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2963056044232219,0.013760683560491965,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.43453128926866047,0.04098927018018883,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.2711736617240513,0.014151057562208049,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.37170143252073384,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015126992566498259,0.0,0.0,1.0,1.0,0.0,1.0
1.0,0.38426740387031916,0.22109807522194713,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.33400351847197784,0.015468569817999833,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.5224930887157577,0.05270049023167135,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.39683337521990447,0.14891148113361488,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.37170143252073384,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,1.0
1.0,0.19577783362653933,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.33400351847197784,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.6355868308620256,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.4722292033174164,0.17566830077223786,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.2711736617240513,0.01824998458022693,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.23347574767529528,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.2523247046996733,0.014151057562208049,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.22090977632570996,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.04970768794751499,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.43453128926866047,0.16293234896625058,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.35913546117114853,0.015175789316712771,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.7361146016587082,0.026350245115835676,1.0,1.0,0.0,0.0,1.0,1.0
1.0,0.05755214878110078,0.061264319894317944,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2963056044232219,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.014736618564782174,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.5476250314149284,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.09525006282985675,0.05123658772523604,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.23347574767529528,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.4093993465694898,0.023959204355324663,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.028212719478023115,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.36792055349407915,0.030253985132996517,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.35913546117114853,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.2711736617240513,0.013907073811135496,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.37170143252073384,0.014102260811993537,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.5476250314149284,0.17566830077223786,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.3088715757728072,0.015175789316712771,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.2963056044232219,0.028302115124416098,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4596632319678311,0.10257896680493714,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.6732847449107816,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.014151057562208049,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.35913546117114853,0.02042143996477265,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.7738125157074642,0.051822148727810165,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.37170143252073384,0.031425107138144774,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.5099271173661724,0.039452172548431745,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.35913546117114853,0.029757819776815374,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.36792055349407915,0.15458810467956932,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.37170143252073384,0.16883675574220638,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.43453128926866047,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6230208595124404,0.050748620223090936,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,1.0
1.0,0.032420206081930136,0.061264319894317944,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.648152802211611,0.1554664461834305,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.4973611460165871,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.4470972606182458,0.020494635090094415,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.19577783362653933,0.07746484096553544,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.3088715757728072,0.015175789316712771,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.7235486303091229,0.2995388511917728,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.43453128926866047,0.2647385704347907,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.060507970265993034,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.3088715757728072,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.5099271173661724,0.0380614651673182,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.4596632319678311,0.057970539254838485,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.7863784870570495,0.15216446768991498,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5601910027645137,0.015126992566498259,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.36792055349407915,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0.0,0.08268409148027142,0.056848213999904744,0.0,0.0,1.0,1.0,0.0,1.0
1.0,0.43453128926866047,0.03952536767375352,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.8115104297562201,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.3465694898215632,0.015330377421392339,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.19577783362653933,0.018542765081513996,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.23347574767529528,0.015712553569072387,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.050748620223090936,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.4093993465694898,0.016908073949327893,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.37170143252073384,0.018542765081513996,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.2711736617240513,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.5224930887157577,0.025374310111545468,1.0,1.0,0.0,0.0,1.0,1.0
1.0,0.2711736617240513,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.32143754712239253,0.15390495017656614,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.23347574767529528,0.17777475888549785,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4470972606182458,0.025130326360472913,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.2963056044232219,0.01727404957593672,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2963056044232219,0.015411575213749284,1.0,0.0,1.0,0.0,1.0,1.0
0.0,0.36792055349407915,0.05410739813385612,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2900226187484292,0.014110458666029575,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.01985423473234481,0.29580589980036276,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.36792055349407915,0.05953203526170282,1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.6230208595124404,0.4831284260198326,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.36792055349407915,0.015126992566498259,1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.36792055349407915,0.04538097769949478,0.0,0.0,1.0,1.0,0.0,1.0
